[INFO] [launch]: All log files can be found below /home/booster/.ros/log/2026-04-18-14-06-59-164797-robot-4888
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [game_controller_node-1]: process started with pid [4971]
[game_controller_node-1] [INFO] [1776492544.387666622] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=210
[game_controller_node-1] [INFO] [1776492546.034122103] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=213
[game_controller_node-1] [INFO] [1776492546.434162023] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=214
[game_controller_node-1] [INFO] [1776492547.050853948] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=215
[game_controller_node-1] [INFO] [1776492548.074179212] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=217
[game_controller_node-1] [INFO] [1776492548.895923288] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=219
[game_controller_node-1] [INFO] [1776492549.919136901] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=221
[game_controller_node-1] [INFO] [1776492550.940058643] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=223
[game_controller_node-1] [INFO] [1776492551.555850637] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=224
[game_controller_node-1] [INFO] [1776492551.971174394] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=225
[game_controller_node-1] [INFO] [1776492552.382791191] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=226
[game_controller_node-1] [INFO] [1776492552.995010812] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=227
[game_controller_node-1] [INFO] [1776492553.400156458] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=228
[game_controller_node-1] [INFO] [1776492554.017370065] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=229
[game_controller_node-1] [INFO] [1776492555.040331762] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=231
[game_controller_node-1] [INFO] [1776492556.064256326] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=233
[game_controller_node-1] [INFO] [1776492556.882944696] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=235
[game_controller_node-1] [INFO] [1776492557.906530882] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=237
[game_controller_node-1] [INFO] [1776492559.960264558] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=241
[game_controller_node-1] [INFO] [1776492560.984340612] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=243
[game_controller_node-1] [INFO] [1776492561.385626755] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=244
[game_controller_node-1] [INFO] [1776492561.860240473] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=245
[game_controller_node-1] [INFO] [1776492562.410252150] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=246
[game_controller_node-1] [INFO] [1776492563.030015417] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=247
[game_controller_node-1] [INFO] [1776492564.046583127] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=249
[game_controller_node-1] [INFO] [1776492565.076251302] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=251
[game_controller_node-1] [INFO] [1776492565.893369598] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=253
[game_controller_node-1] [INFO] [1776492566.923356088] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=255
[game_controller_node-1] [INFO] [1776492567.529954562] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=0
[game_controller_node-1] [INFO] [1776492568.962072184] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=3
[game_controller_node-1] [INFO] [1776492569.372948958] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=4
[game_controller_node-1] [INFO] [1776492571.012450180] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=7
[game_controller_node-1] [INFO] [1776492571.864935197] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=9
[game_controller_node-1] [INFO] [1776492573.059575002] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=11
[game_controller_node-1] [INFO] [1776492574.083703237] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=13
[game_controller_node-1] [INFO] [1776492574.501031824] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=14
[game_controller_node-1] [INFO] [1776492574.910791332] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=15
[game_controller_node-1] [INFO] [1776492575.516498627] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=16
[game_controller_node-1] [INFO] [1776492579.408087498] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=24
[game_controller_node-1] [INFO] [1776492581.046642296] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=27
[game_controller_node-1] [INFO] [1776492583.912858644] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=33
[game_controller_node-1] [INFO] [1776492584.945704434] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=35
[game_controller_node-1] [INFO] [1776492585.560356571] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=36
[game_controller_node-1] [INFO] [1776492586.583991251] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=38
[game_controller_node-1] [INFO] [1776492588.008864564] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=41
[game_controller_node-1] [INFO] [1776492588.417704106] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=42
[game_controller_node-1] [INFO] [1776492589.041707970] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=43
[game_controller_node-1] [INFO] [1776492589.452804632] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=44
[game_controller_node-1] [INFO] [1776492591.089691763] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=47
[game_controller_node-1] [INFO] [1776492591.499057152] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=48
[game_controller_node-1] [INFO] [1776492591.900157368] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=49
[game_controller_node-1] [INFO] [1776492592.932734611] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=51
[game_controller_node-1] [INFO] [1776492593.956829205] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=53
[game_controller_node-1] [INFO] [1776492594.972718848] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=55
[game_controller_node-1] [INFO] [1776492595.382317209] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=56
[game_controller_node-1] [INFO] [1776492597.028804973] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=59
[game_controller_node-1] [INFO] [1776492598.052623818] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=61
[game_controller_node-1] [INFO] [1776492598.454553583] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=62
[game_controller_node-1] [INFO] [1776492599.076685899] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=63
[game_controller_node-1] [INFO] [1776492599.478559235] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=64
[game_controller_node-1] [INFO] [1776492599.888050667] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=65
[game_controller_node-1] [INFO] [1776492600.910484335] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=67
[game_controller_node-1] [INFO] [1776492601.943856219] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=69
[game_controller_node-1] [INFO] [1776492602.550538906] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=70
[game_controller_node-1] [INFO] [1776492602.958028182] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=71
[game_controller_node-1] [INFO] [1776492603.991968142] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=73
[game_controller_node-1] [INFO] [1776492604.393514736] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=74
[game_controller_node-1] [INFO] [1776492605.015780452] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=75
[game_controller_node-1] [INFO] [1776492605.416835056] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=76
[game_controller_node-1] [INFO] [1776492606.038825506] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=77
[game_controller_node-1] [INFO] [1776492607.063788096] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=79
[game_controller_node-1] [INFO] [1776492608.087670883] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=81
[game_controller_node-1] [INFO] [1776492608.497452578] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=82
[game_controller_node-1] [INFO] [1776492608.908222442] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=83
[game_controller_node-1] [INFO] [1776492609.928602043] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=85
[game_controller_node-1] [INFO] [1776492610.955105843] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=87
[game_controller_node-1] [INFO] [1776492611.969181011] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=89
[game_controller_node-1] [INFO] [1776492612.420103430] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=90
[game_controller_node-1] [INFO] [1776492612.994124835] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=91
[game_controller_node-1] [INFO] [1776492613.422694118] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=92
[game_controller_node-1] [INFO] [1776492614.022597091] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=93
[game_controller_node-1] [INFO] [1776492615.049956942] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=95
[game_controller_node-1] [INFO] [1776492615.534811232] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=96
[game_controller_node-1] [INFO] [1776492616.499715754] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=98
[game_controller_node-1] [INFO] [1776492616.886307806] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=99
[game_controller_node-1] [INFO] [1776492617.507946065] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=100
